endpoint,deployed_model_id,logging_time,request_id,request_payload,response_payload
projects/947521528723/locations/us-central1/endpoints/7472652657295884288,4274964980467499008,2023-11-02 06:00:43.332818 UTC,4287928244910369881,"[{""default"":""yes"",""campaign"":1,""loan"":""yes"",""age"":38,""education"":""unknown"",""housing"":""yes"",""month"":""may"",""martial"":""divorced"",""job"":""student"",""balance"":42945,""poutcome"":""failure"",""day"":15,""pdays"":-1,""previous"":0,""contact"":""telephone"",""duration"":314}]","[""no""]"
projects/947521528723/locations/us-central1/endpoints/7472652657295884288,4274964980467499008,2023-11-02 06:00:47.835979 UTC,7259662903186180062,"[{""job"":""technician"",""contact"":""cellular"",""duration"":611,""martial"":""divorced"",""age"":67,""previous"":0,""pdays"":-1,""poutcome"":""unknown"",""education"":""tertiary"",""month"":""oct"",""housing"":""yes"",""day"":18,""default"":""yes"",""loan"":""yes"",""balance"":84609,""campaign"":1}]","[""yes""]"
projects/947521528723/locations/us-central1/endpoints/7472652657295884288,4274964980467499008,2023-11-02 06:00:51.764052 UTC,1092155291944723845,"[{""default"":""no"",""housing"":""yes"",""balance"":85538,""job"":""entrepreneur"",""previous"":0,""education"":""unknown"",""martial"":""single"",""pdays"":-1,""poutcome"":""failure"",""loan"":""yes"",""day"":7,""contact"":""unknown"",""campaign"":1,""duration"":919,""month"":""oct"",""age"":19}]","[""yes""]"
projects/947521528723/locations/us-central1/endpoints/7472652657295884288,4274964980467499008,2023-11-02 06:00:55.791002 UTC,8221940452915983580,"[{""balance"":20943,""education"":""secondary"",""default"":""yes"",""pdays"":-1,""day"":29,""poutcome"":""success"",""duration"":324,""martial"":""single"",""month"":""jan"",""age"":97,""previous"":0,""housing"":""no"",""job"":""management"",""loan"":""yes"",""campaign"":1,""contact"":""telephone""}]","[""yes""]"
projects/947521528723/locations/us-central1/endpoints/7472652657295884288,4274964980467499008,2023-11-02 06:00:59.937708 UTC,5347140408006499745,"[{""day"":26,""contact"":""cellular"",""housing"":""no"",""martial"":""married"",""poutcome"":""failure"",""previous"":0,""balance"":85374,""education"":""unknown"",""loan"":""no"",""month"":""jan"",""job"":""unemployed"",""default"":""yes"",""age"":70,""campaign"":1,""pdays"":-1,""duration"":432}]","[""yes""]"
projects/947521528723/locations/us-central1/endpoints/7472652657295884288,4274964980467499008,2023-11-02 06:01:03.933503 UTC,2555136579037762086,"[{""loan"":""yes"",""housing"":""no"",""education"":""tertiary"",""poutcome"":""success"",""age"":72,""previous"":0,""duration"":567,""martial"":""married"",""contact"":""telephone"",""job"":""admin."",""campaign"":1,""month"":""may"",""pdays"":-1,""day"":11,""balance"":97887,""default"":""yes""}]","[""yes""]"
projects/947521528723/locations/us-central1/endpoints/7472652657295884288,4274964980467499008,2023-11-02 06:01:07.923130 UTC,7758854009453303894,"[{""housing"":""no"",""poutcome"":""unknown"",""age"":56,""balance"":20907,""contact"":""unknown"",""campaign"":1,""day"":1,""education"":""tertiary"",""martial"":""married"",""month"":""jun"",""loan"":""no"",""duration"":662,""job"":""blue-collar"",""pdays"":-1,""default"":""yes"",""previous"":0}]","[""yes""]"
projects/947521528723/locations/us-central1/endpoints/7472652657295884288,4274964980467499008,2023-11-02 06:01:11.947468 UTC,6208722211266517200,"[{""job"":""self-employed"",""day"":5,""campaign"":1,""balance"":68663,""previous"":0,""martial"":""single"",""education"":""primary"",""poutcome"":""unknown"",""pdays"":-1,""loan"":""no"",""contact"":""unknown"",""month"":""oct"",""duration"":293,""age"":78,""housing"":""no"",""default"":""yes""}]","[""no""]"
projects/947521528723/locations/us-central1/endpoints/7472652657295884288,4274964980467499008,2023-11-02 06:01:16.027754 UTC,1636409411598549544,"[{""pdays"":-1,""contact"":""unknown"",""default"":""no"",""campaign"":1,""month"":""aug"",""education"":""secondary"",""day"":13,""previous"":0,""martial"":""married"",""poutcome"":""unknown"",""job"":""unknown"",""duration"":594,""balance"":99966,""loan"":""no"",""age"":38,""housing"":""yes""}]","[""yes""]"
projects/947521528723/locations/us-central1/endpoints/7472652657295884288,4274964980467499008,2023-11-02 06:01:20.165425 UTC,8945180254352410987,"[{""job"":""unknown"",""poutcome"":""failure"",""pdays"":-1,""duration"":889,""month"":""may"",""default"":""no"",""martial"":""divorced"",""housing"":""no"",""campaign"":1,""contact"":""cellular"",""previous"":0,""balance"":76394,""loan"":""yes"",""education"":""unknown"",""age"":31,""day"":28}]","[""yes""]"
projects/947521528723/locations/us-central1/endpoints/7472652657295884288,4274964980467499008,2023-11-02 06:01:24.119360 UTC,8837778791277679849,"[{""day"":12,""campaign"":1,""job"":""housemaid"",""education"":""primary"",""contact"":""telephone"",""balance"":51290,""age"":37,""housing"":""no"",""poutcome"":""other"",""martial"":""divorced"",""loan"":""yes"",""previous"":0,""duration"":118,""month"":""jul"",""default"":""yes"",""pdays"":-1}]","[""no""]"
projects/947521528723/locations/us-central1/endpoints/7472652657295884288,4274964980467499008,2023-11-02 06:01:28.067841 UTC,9055467199603970239,"[{""housing"":""no"",""duration"":316,""month"":""jun"",""martial"":""married"",""default"":""yes"",""poutcome"":""unknown"",""pdays"":-1,""job"":""admin."",""contact"":""cellular"",""day"":14,""previous"":0,""education"":""secondary"",""campaign"":1,""loan"":""no"",""balance"":92961,""age"":79}]","[""yes""]"
projects/947521528723/locations/us-central1/endpoints/7472652657295884288,4274964980467499008,2023-11-02 06:01:32.194858 UTC,6417075658750549949,"[{""contact"":""telephone"",""housing"":""yes"",""default"":""no"",""balance"":77732,""poutcome"":""other"",""duration"":47,""education"":""unknown"",""martial"":""single"",""pdays"":-1,""job"":""admin."",""month"":""mar"",""loan"":""yes"",""campaign"":1,""day"":30,""age"":93,""previous"":0}]","[""no""]"
projects/947521528723/locations/us-central1/endpoints/7472652657295884288,4274964980467499008,2023-11-02 06:01:36.162897 UTC,2655562058154939144,"[{""martial"":""married"",""pdays"":-1,""loan"":""yes"",""balance"":3593,""contact"":""telephone"",""campaign"":1,""default"":""no"",""month"":""oct"",""age"":51,""previous"":0,""housing"":""no"",""education"":""tertiary"",""job"":""blue-collar"",""poutcome"":""unknown"",""duration"":974,""day"":3}]","[""yes""]"
projects/947521528723/locations/us-central1/endpoints/7472652657295884288,4274964980467499008,2023-11-02 06:01:40.284164 UTC,5469184450708527621,"[{""default"":""yes"",""previous"":0,""age"":69,""loan"":""no"",""housing"":""yes"",""pdays"":-1,""duration"":34,""poutcome"":""success"",""job"":""admin."",""education"":""primary"",""contact"":""cellular"",""month"":""aug"",""martial"":""divorced"",""campaign"":1,""balance"":54368,""day"":19}]","[""no""]"
projects/947521528723/locations/us-central1/endpoints/7472652657295884288,4274964980467499008,2023-11-02 06:01:44.476934 UTC,392197344402245557,"[{""loan"":""yes"",""month"":""dec"",""duration"":550,""martial"":""married"",""previous"":0,""default"":""yes"",""education"":""unknown"",""contact"":""telephone"",""day"":4,""job"":""blue-collar"",""age"":75,""pdays"":-1,""campaign"":1,""housing"":""no"",""poutcome"":""other"",""balance"":51379}]","[""yes""]"
projects/947521528723/locations/us-central1/endpoints/7472652657295884288,4274964980467499008,2023-11-02 06:01:48.439888 UTC,7652990652068668275,"[{""age"":93,""loan"":""yes"",""education"":""primary"",""poutcome"":""unknown"",""job"":""housemaid"",""month"":""jul"",""martial"":""divorced"",""default"":""no"",""previous"":0,""housing"":""no"",""duration"":701,""balance"":85016,""pdays"":-1,""campaign"":1,""contact"":""telephone"",""day"":23}]","[""yes""]"
projects/947521528723/locations/us-central1/endpoints/7472652657295884288,4274964980467499008,2023-11-02 06:01:52.516015 UTC,4304841248835506348,"[{""poutcome"":""unknown"",""pdays"":-1,""default"":""yes"",""martial"":""married"",""balance"":72712,""age"":61,""job"":""student"",""campaign"":1,""loan"":""yes"",""duration"":542,""day"":8,""contact"":""unknown"",""housing"":""no"",""previous"":0,""education"":""unknown"",""month"":""jan""}]","[""no""]"
projects/947521528723/locations/us-central1/endpoints/7472652657295884288,4274964980467499008,2023-11-02 06:01:56.544778 UTC,7771771994082405921,"[{""previous"":0,""default"":""no"",""job"":""unemployed"",""duration"":414,""campaign"":1,""poutcome"":""other"",""pdays"":-1,""housing"":""no"",""martial"":""married"",""education"":""unknown"",""day"":29,""balance"":49744,""loan"":""yes"",""age"":32,""month"":""may"",""contact"":""telephone""}]","[""yes""]"
projects/947521528723/locations/us-central1/endpoints/7472652657295884288,4274964980467499008,2023-11-02 06:02:00.628592 UTC,4926793709477298352,"[{""duration"":922,""martial"":""divorced"",""default"":""no"",""day"":1,""age"":21,""contact"":""telephone"",""poutcome"":""other"",""pdays"":-1,""job"":""entrepreneur"",""housing"":""no"",""loan"":""yes"",""month"":""nov"",""campaign"":1,""education"":""tertiary"",""balance"":14666,""previous"":0}]","[""yes""]"
projects/947521528723/locations/us-central1/endpoints/7472652657295884288,4274964980467499008,2023-11-02 06:02:04.760397 UTC,82250631104939307,"[{""martial"":""single"",""duration"":751,""poutcome"":""success"",""previous"":0,""pdays"":-1,""education"":""secondary"",""day"":11,""balance"":11517,""month"":""jul"",""default"":""no"",""campaign"":1,""housing"":""no"",""contact"":""telephone"",""loan"":""yes"",""job"":""student"",""age"":48}]","[""yes""]"
projects/947521528723/locations/us-central1/endpoints/7472652657295884288,4274964980467499008,2023-11-02 06:02:08.632545 UTC,2383840669531464746,"[{""previous"":0,""poutcome"":""success"",""age"":20,""campaign"":1,""default"":""yes"",""education"":""tertiary"",""pdays"":-1,""balance"":10468,""martial"":""divorced"",""job"":""unemployed"",""loan"":""yes"",""housing"":""no"",""contact"":""unknown"",""duration"":954,""day"":23,""month"":""mar""}]","[""yes""]"
projects/947521528723/locations/us-central1/endpoints/7472652657295884288,4274964980467499008,2023-11-02 06:02:12.643977 UTC,1245389748301426518,"[{""day"":1,""balance"":72152,""duration"":997,""default"":""no"",""contact"":""telephone"",""previous"":0,""job"":""admin."",""housing"":""no"",""age"":87,""pdays"":-1,""education"":""secondary"",""month"":""dec"",""loan"":""yes"",""campaign"":1,""martial"":""divorced"",""poutcome"":""failure""}]","[""yes""]"
projects/947521528723/locations/us-central1/endpoints/7472652657295884288,4274964980467499008,2023-11-02 06:02:16.684467 UTC,4474802604257831058,"[{""month"":""mar"",""poutcome"":""other"",""pdays"":-1,""default"":""no"",""previous"":0,""campaign"":1,""martial"":""divorced"",""age"":27,""balance"":32960,""duration"":470,""education"":""unknown"",""job"":""self-employed"",""day"":7,""loan"":""no"",""contact"":""unknown"",""housing"":""no""}]","[""no""]"
projects/947521528723/locations/us-central1/endpoints/7472652657295884288,4274964980467499008,2023-11-02 06:02:20.698538 UTC,933082067755680582,"[{""education"":""tertiary"",""poutcome"":""success"",""job"":""retired"",""day"":25,""martial"":""divorced"",""housing"":""no"",""campaign"":1,""age"":92,""pdays"":-1,""loan"":""no"",""month"":""oct"",""contact"":""unknown"",""duration"":715,""balance"":11769,""default"":""no"",""previous"":0}]","[""no""]"
projects/947521528723/locations/us-central1/endpoints/7472652657295884288,4274964980467499008,2023-11-02 06:02:24.762339 UTC,7460594658582092342,"[{""duration"":939,""loan"":""yes"",""housing"":""yes"",""martial"":""married"",""pdays"":-1,""poutcome"":""unknown"",""education"":""tertiary"",""default"":""no"",""campaign"":1,""day"":12,""job"":""management"",""month"":""jan"",""balance"":865,""previous"":0,""age"":51,""contact"":""telephone""}]","[""yes""]"
projects/947521528723/locations/us-central1/endpoints/7472652657295884288,4274964980467499008,2023-11-02 06:02:28.771904 UTC,662008180552148032,"[{""day"":29,""month"":""nov"",""default"":""yes"",""previous"":0,""age"":18,""contact"":""telephone"",""loan"":""yes"",""martial"":""divorced"",""education"":""unknown"",""poutcome"":""other"",""pdays"":-1,""housing"":""no"",""duration"":81,""job"":""unemployed"",""balance"":49974,""campaign"":1}]","[""no""]"
projects/947521528723/locations/us-central1/endpoints/7472652657295884288,4274964980467499008,2023-11-02 06:02:33.076101 UTC,2622602931907126949,"[{""education"":""unknown"",""month"":""nov"",""day"":22,""previous"":0,""pdays"":-1,""age"":63,""duration"":639,""martial"":""married"",""job"":""unknown"",""default"":""no"",""poutcome"":""success"",""contact"":""unknown"",""loan"":""yes"",""campaign"":1,""housing"":""yes"",""balance"":7242}]","[""no""]"
projects/947521528723/locations/us-central1/endpoints/7472652657295884288,4274964980467499008,2023-11-02 06:02:38.230738 UTC,4351078034229601882,"[{""balance"":4520,""pdays"":-1,""previous"":0,""default"":""yes"",""month"":""may"",""campaign"":1,""poutcome"":""other"",""contact"":""unknown"",""duration"":32,""day"":11,""education"":""unknown"",""housing"":""yes"",""age"":83,""loan"":""no"",""martial"":""divorced"",""job"":""retired""}]","[""no""]"
projects/947521528723/locations/us-central1/endpoints/7472652657295884288,4274964980467499008,2023-11-02 06:02:42.676552 UTC,5132588082323261906,"[{""campaign"":1,""education"":""primary"",""job"":""self-employed"",""pdays"":-1,""balance"":75947,""month"":""jun"",""loan"":""yes"",""poutcome"":""failure"",""default"":""no"",""previous"":0,""age"":31,""housing"":""yes"",""contact"":""cellular"",""day"":14,""martial"":""divorced"",""duration"":42}]","[""no""]"
projects/947521528723/locations/us-central1/endpoints/7472652657295884288,4274964980467499008,2023-11-02 06:02:46.730969 UTC,8812812755245211922,"[{""loan"":""yes"",""day"":30,""balance"":51315,""month"":""apr"",""previous"":0,""poutcome"":""other"",""duration"":130,""campaign"":1,""education"":""tertiary"",""pdays"":-1,""default"":""yes"",""martial"":""single"",""age"":20,""housing"":""yes"",""contact"":""unknown"",""job"":""technician""}]","[""no""]"
projects/947521528723/locations/us-central1/endpoints/7472652657295884288,4274964980467499008,2023-11-02 06:02:50.943325 UTC,356027196609814243,"[{""month"":""dec"",""loan"":""yes"",""default"":""no"",""job"":""technician"",""previous"":0,""day"":23,""balance"":29305,""contact"":""telephone"",""duration"":985,""pdays"":-1,""campaign"":1,""martial"":""married"",""poutcome"":""failure"",""education"":""unknown"",""housing"":""yes"",""age"":41}]","[""yes""]"
projects/947521528723/locations/us-central1/endpoints/7472652657295884288,4274964980467499008,2023-11-02 06:02:54.910547 UTC,8851823585620041639,"[{""default"":""no"",""age"":70,""previous"":0,""campaign"":1,""martial"":""divorced"",""duration"":489,""contact"":""unknown"",""month"":""feb"",""poutcome"":""unknown"",""pdays"":-1,""day"":24,""loan"":""no"",""job"":""retired"",""education"":""primary"",""balance"":5487,""housing"":""no""}]","[""no""]"
projects/947521528723/locations/us-central1/endpoints/7472652657295884288,4274964980467499008,2023-11-02 06:02:58.923658 UTC,6989003430362738600,"[{""pdays"":-1,""loan"":""yes"",""age"":49,""contact"":""cellular"",""default"":""yes"",""poutcome"":""other"",""balance"":38290,""job"":""self-employed"",""day"":8,""month"":""jan"",""previous"":0,""campaign"":1,""martial"":""single"",""education"":""primary"",""duration"":252,""housing"":""no""}]","[""yes""]"
projects/947521528723/locations/us-central1/endpoints/7472652657295884288,4274964980467499008,2023-11-02 06:03:03.022706 UTC,2335383899679002050,"[{""balance"":42618,""default"":""no"",""month"":""sep"",""age"":34,""previous"":0,""loan"":""no"",""duration"":171,""contact"":""cellular"",""martial"":""divorced"",""housing"":""yes"",""poutcome"":""success"",""pdays"":-1,""day"":10,""job"":""unemployed"",""education"":""tertiary"",""campaign"":1}]","[""yes""]"
projects/947521528723/locations/us-central1/endpoints/7472652657295884288,4274964980467499008,2023-11-02 06:03:06.980382 UTC,6228217047375892728,"[{""loan"":""no"",""previous"":0,""duration"":237,""housing"":""yes"",""education"":""primary"",""martial"":""married"",""default"":""yes"",""balance"":67027,""pdays"":-1,""poutcome"":""other"",""age"":51,""contact"":""unknown"",""month"":""oct"",""campaign"":1,""job"":""entrepreneur"",""day"":27}]","[""no""]"
projects/947521528723/locations/us-central1/endpoints/7472652657295884288,4274964980467499008,2023-11-02 06:03:10.870371 UTC,8733915192178060269,"[{""previous"":0,""martial"":""divorced"",""contact"":""cellular"",""loan"":""yes"",""balance"":52669,""poutcome"":""success"",""age"":70,""default"":""yes"",""education"":""unknown"",""job"":""self-employed"",""pdays"":-1,""duration"":719,""housing"":""yes"",""month"":""jul"",""campaign"":1,""day"":3}]","[""yes""]"
projects/947521528723/locations/us-central1/endpoints/7472652657295884288,4274964980467499008,2023-11-02 06:03:15.017963 UTC,4882313648852009335,"[{""pdays"":-1,""campaign"":1,""age"":39,""previous"":0,""duration"":81,""loan"":""yes"",""poutcome"":""unknown"",""education"":""tertiary"",""housing"":""yes"",""day"":22,""martial"":""single"",""month"":""jul"",""job"":""management"",""default"":""no"",""balance"":82760,""contact"":""telephone""}]","[""no""]"
projects/947521528723/locations/us-central1/endpoints/7472652657295884288,4274964980467499008,2023-11-02 06:03:18.978209 UTC,7550226056640846226,"[{""pdays"":-1,""month"":""sep"",""previous"":0,""contact"":""cellular"",""martial"":""married"",""job"":""retired"",""balance"":24927,""housing"":""yes"",""age"":93,""campaign"":1,""day"":29,""poutcome"":""success"",""education"":""primary"",""duration"":446,""default"":""yes"",""loan"":""yes""}]","[""yes""]"
projects/947521528723/locations/us-central1/endpoints/7472652657295884288,4274964980467499008,2023-11-02 06:03:23.031395 UTC,5053116231165609323,"[{""default"":""no"",""education"":""primary"",""pdays"":-1,""martial"":""divorced"",""month"":""jun"",""previous"":0,""contact"":""unknown"",""campaign"":1,""balance"":70904,""day"":7,""duration"":196,""job"":""student"",""age"":86,""loan"":""yes"",""poutcome"":""other"",""housing"":""no""}]","[""no""]"
projects/947521528723/locations/us-central1/endpoints/7472652657295884288,4274964980467499008,2023-11-02 06:03:27.065848 UTC,9207601177458588963,"[{""loan"":""yes"",""day"":8,""housing"":""yes"",""month"":""oct"",""campaign"":1,""duration"":237,""balance"":49600,""contact"":""telephone"",""job"":""unemployed"",""default"":""yes"",""previous"":0,""martial"":""single"",""pdays"":-1,""age"":50,""poutcome"":""success"",""education"":""tertiary""}]","[""yes""]"
projects/947521528723/locations/us-central1/endpoints/7472652657295884288,4274964980467499008,2023-11-02 06:03:31.218849 UTC,529792979871984128,"[{""duration"":480,""balance"":69827,""age"":39,""poutcome"":""success"",""month"":""sep"",""education"":""secondary"",""martial"":""divorced"",""contact"":""cellular"",""campaign"":1,""previous"":0,""job"":""student"",""loan"":""yes"",""pdays"":-1,""default"":""no"",""housing"":""no"",""day"":30}]","[""yes""]"
projects/947521528723/locations/us-central1/endpoints/7472652657295884288,4274964980467499008,2023-11-02 06:03:35.150141 UTC,6290677747151783246,"[{""age"":71,""campaign"":1,""contact"":""telephone"",""poutcome"":""other"",""duration"":891,""default"":""no"",""housing"":""no"",""previous"":0,""day"":8,""month"":""dec"",""balance"":17229,""pdays"":-1,""martial"":""divorced"",""loan"":""no"",""education"":""secondary"",""job"":""housemaid""}]","[""yes""]"
projects/947521528723/locations/us-central1/endpoints/7472652657295884288,4274964980467499008,2023-11-02 06:03:39.184514 UTC,3463590644172516706,"[{""pdays"":-1,""previous"":0,""month"":""apr"",""martial"":""married"",""loan"":""no"",""poutcome"":""unknown"",""education"":""secondary"",""age"":99,""default"":""yes"",""campaign"":1,""duration"":900,""contact"":""cellular"",""day"":29,""housing"":""yes"",""job"":""technician"",""balance"":88599}]","[""yes""]"
projects/947521528723/locations/us-central1/endpoints/7472652657295884288,4274964980467499008,2023-11-02 06:03:43.204473 UTC,3274503910836519852,"[{""pdays"":-1,""education"":""secondary"",""previous"":0,""job"":""blue-collar"",""loan"":""no"",""housing"":""no"",""poutcome"":""unknown"",""duration"":597,""contact"":""unknown"",""day"":14,""campaign"":1,""default"":""no"",""martial"":""single"",""month"":""feb"",""age"":56,""balance"":86927}]","[""yes""]"
projects/947521528723/locations/us-central1/endpoints/7472652657295884288,4274964980467499008,2023-11-02 06:03:47.392206 UTC,199967869325149027,"[{""duration"":130,""education"":""secondary"",""martial"":""divorced"",""pdays"":-1,""month"":""jun"",""campaign"":1,""housing"":""no"",""loan"":""yes"",""job"":""housemaid"",""day"":24,""default"":""no"",""balance"":16247,""age"":45,""previous"":0,""poutcome"":""failure"",""contact"":""telephone""}]","[""no""]"
projects/947521528723/locations/us-central1/endpoints/7472652657295884288,4274964980467499008,2023-11-02 06:03:51.426558 UTC,4834524955130015042,"[{""campaign"":1,""poutcome"":""other"",""job"":""admin."",""age"":87,""education"":""primary"",""pdays"":-1,""previous"":0,""day"":31,""duration"":51,""housing"":""no"",""default"":""no"",""balance"":77093,""month"":""apr"",""martial"":""single"",""loan"":""no"",""contact"":""unknown""}]","[""no""]"
projects/947521528723/locations/us-central1/endpoints/7472652657295884288,4274964980467499008,2023-11-02 06:03:55.423268 UTC,5471560711445156006,"[{""previous"":0,""martial"":""married"",""balance"":14028,""housing"":""no"",""education"":""unknown"",""job"":""blue-collar"",""default"":""yes"",""day"":31,""month"":""mar"",""poutcome"":""failure"",""age"":56,""pdays"":-1,""loan"":""yes"",""contact"":""unknown"",""duration"":85,""campaign"":1}]","[""yes""]"
projects/947521528723/locations/us-central1/endpoints/7472652657295884288,4274964980467499008,2023-11-02 06:03:59.469846 UTC,2813508636395789002,"[{""loan"":""yes"",""duration"":755,""default"":""no"",""month"":""apr"",""job"":""admin."",""housing"":""yes"",""education"":""primary"",""age"":90,""pdays"":-1,""martial"":""divorced"",""contact"":""cellular"",""balance"":58405,""day"":20,""previous"":0,""campaign"":1,""poutcome"":""other""}]","[""yes""]"
projects/947521528723/locations/us-central1/endpoints/7472652657295884288,4274964980467499008,2023-11-02 06:04:03.531374 UTC,731899614035300666,"[{""day"":29,""duration"":741,""month"":""aug"",""pdays"":-1,""martial"":""divorced"",""balance"":28276,""default"":""yes"",""education"":""secondary"",""job"":""self-employed"",""housing"":""yes"",""contact"":""unknown"",""age"":57,""poutcome"":""unknown"",""previous"":0,""campaign"":1,""loan"":""no""}]","[""yes""]"
projects/947521528723/locations/us-central1/endpoints/7472652657295884288,4274964980467499008,2023-11-02 06:04:07.565590 UTC,8253268825700942820,"[{""previous"":0,""pdays"":-1,""duration"":363,""default"":""no"",""age"":95,""month"":""oct"",""martial"":""single"",""job"":""management"",""contact"":""telephone"",""balance"":2316,""poutcome"":""other"",""loan"":""no"",""education"":""primary"",""housing"":""no"",""day"":7,""campaign"":1}]","[""yes""]"
projects/947521528723/locations/us-central1/endpoints/7472652657295884288,4274964980467499008,2023-11-02 06:04:11.513149 UTC,5577029228435231225,"[{""duration"":520,""default"":""yes"",""housing"":""yes"",""previous"":0,""age"":21,""month"":""jun"",""balance"":21963,""job"":""unknown"",""pdays"":-1,""contact"":""telephone"",""martial"":""single"",""campaign"":1,""day"":13,""education"":""secondary"",""loan"":""no"",""poutcome"":""success""}]","[""yes""]"
projects/947521528723/locations/us-central1/endpoints/7472652657295884288,4274964980467499008,2023-11-02 06:04:15.662736 UTC,4173684822445013999,"[{""campaign"":1,""loan"":""yes"",""duration"":529,""martial"":""married"",""month"":""jan"",""age"":85,""housing"":""yes"",""day"":28,""previous"":0,""education"":""primary"",""default"":""no"",""job"":""technician"",""contact"":""telephone"",""pdays"":-1,""balance"":6648,""poutcome"":""success""}]","[""yes""]"
projects/947521528723/locations/us-central1/endpoints/7472652657295884288,4274964980467499008,2023-11-02 06:04:19.796733 UTC,1679818483324436523,"[{""previous"":0,""default"":""no"",""housing"":""no"",""loan"":""yes"",""month"":""feb"",""balance"":39571,""education"":""tertiary"",""age"":100,""day"":29,""pdays"":-1,""job"":""retired"",""duration"":101,""poutcome"":""failure"",""campaign"":1,""martial"":""divorced"",""contact"":""unknown""}]","[""yes""]"
projects/947521528723/locations/us-central1/endpoints/7472652657295884288,4274964980467499008,2023-11-02 06:04:23.746009 UTC,1163524162241926996,"[{""default"":""yes"",""previous"":0,""day"":13,""job"":""unknown"",""martial"":""divorced"",""balance"":31397,""month"":""jan"",""housing"":""no"",""duration"":79,""pdays"":-1,""poutcome"":""success"",""contact"":""unknown"",""age"":58,""loan"":""no"",""campaign"":1,""education"":""secondary""}]","[""yes""]"
projects/947521528723/locations/us-central1/endpoints/7472652657295884288,4274964980467499008,2023-11-02 06:04:27.805858 UTC,6784958820128647211,"[{""housing"":""yes"",""martial"":""divorced"",""month"":""mar"",""day"":3,""poutcome"":""unknown"",""duration"":512,""previous"":0,""loan"":""no"",""contact"":""cellular"",""pdays"":-1,""job"":""management"",""default"":""no"",""age"":99,""education"":""tertiary"",""balance"":95743,""campaign"":1}]","[""yes""]"
projects/947521528723/locations/us-central1/endpoints/7472652657295884288,4274964980467499008,2023-11-02 06:04:31.987013 UTC,3216087802972496464,"[{""pdays"":-1,""housing"":""yes"",""contact"":""telephone"",""month"":""nov"",""poutcome"":""other"",""martial"":""divorced"",""duration"":614,""balance"":62093,""job"":""unemployed"",""loan"":""yes"",""previous"":0,""campaign"":1,""education"":""primary"",""day"":13,""age"":32,""default"":""no""}]","[""yes""]"
projects/947521528723/locations/us-central1/endpoints/7472652657295884288,4274964980467499008,2023-11-02 06:04:36.017631 UTC,3976349517422090506,"[{""education"":""secondary"",""loan"":""yes"",""day"":3,""poutcome"":""unknown"",""martial"":""divorced"",""balance"":34635,""campaign"":1,""duration"":850,""housing"":""no"",""default"":""yes"",""age"":81,""month"":""aug"",""previous"":0,""contact"":""unknown"",""job"":""services"",""pdays"":-1}]","[""no""]"
projects/947521528723/locations/us-central1/endpoints/7472652657295884288,4274964980467499008,2023-11-02 06:04:40.383703 UTC,411298552173551619,"[{""job"":""housemaid"",""day"":13,""month"":""aug"",""poutcome"":""failure"",""default"":""yes"",""age"":54,""martial"":""single"",""balance"":61768,""housing"":""yes"",""campaign"":1,""duration"":715,""contact"":""unknown"",""pdays"":-1,""loan"":""no"",""previous"":0,""education"":""unknown""}]","[""yes""]"
projects/947521528723/locations/us-central1/endpoints/7472652657295884288,4274964980467499008,2023-11-02 06:04:44.418690 UTC,5722354711060977490,"[{""day"":21,""balance"":70322,""previous"":0,""contact"":""telephone"",""martial"":""divorced"",""job"":""unemployed"",""housing"":""no"",""duration"":714,""month"":""oct"",""loan"":""no"",""pdays"":-1,""default"":""yes"",""education"":""primary"",""campaign"":1,""poutcome"":""other"",""age"":86}]","[""yes""]"
projects/947521528723/locations/us-central1/endpoints/7472652657295884288,4274964980467499008,2023-11-02 06:04:48.496513 UTC,2681613873619145174,"[{""poutcome"":""other"",""education"":""secondary"",""balance"":33799,""contact"":""telephone"",""previous"":0,""day"":24,""campaign"":1,""default"":""yes"",""job"":""entrepreneur"",""duration"":276,""month"":""mar"",""pdays"":-1,""age"":55,""martial"":""single"",""loan"":""yes"",""housing"":""yes""}]","[""no""]"
projects/947521528723/locations/us-central1/endpoints/7472652657295884288,4274964980467499008,2023-11-02 06:04:52.663239 UTC,3687306133115920198,"[{""martial"":""divorced"",""contact"":""cellular"",""balance"":5260,""campaign"":1,""age"":32,""previous"":0,""housing"":""yes"",""poutcome"":""other"",""education"":""unknown"",""job"":""management"",""month"":""dec"",""pdays"":-1,""duration"":971,""day"":7,""default"":""yes"",""loan"":""yes""}]","[""yes""]"
projects/947521528723/locations/us-central1/endpoints/7472652657295884288,4274964980467499008,2023-11-02 06:04:56.619676 UTC,592703962070062939,"[{""previous"":0,""poutcome"":""unknown"",""duration"":159,""month"":""aug"",""day"":28,""contact"":""telephone"",""age"":48,""balance"":79855,""campaign"":1,""default"":""no"",""education"":""unknown"",""loan"":""no"",""pdays"":-1,""housing"":""no"",""job"":""admin."",""martial"":""divorced""}]","[""no""]"
projects/947521528723/locations/us-central1/endpoints/7472652657295884288,4274964980467499008,2023-11-02 06:05:00.611070 UTC,5567428857688337568,"[{""duration"":876,""age"":61,""contact"":""cellular"",""pdays"":-1,""month"":""jan"",""campaign"":1,""martial"":""divorced"",""previous"":0,""default"":""no"",""balance"":73004,""day"":17,""housing"":""no"",""loan"":""yes"",""job"":""unemployed"",""poutcome"":""success"",""education"":""tertiary""}]","[""yes""]"
