Annual Turnover,City,Restaurant Location,Opening Day of Restaurant,Facebook Popularity Quotient,Endorsed By,Instagram Popularity Quotient,Fire Audit,Situated in a Multi Complex,Dedicated Parking,Open Sitting Available,Resturant Tier,Restaurant Type,Restaurant Theme,Restaurant Zomato Rating,Restaurant City Tier,Order Wait Time,Staff Responsivness,Value for Money,Hygiene Rating,Food Rating,Overall Restaurant Rating,Live Music Rating,Comedy Gigs Rating,Value Deals Rating,Ambience,Lively,Service,Comfortablility,Privacy,Cuisine1,Cuisine2
12000000,63,1,733525,69.0,1,70.0,1,1,1,0,2.0,2,2,3,0,5,5,6,5,8,9.0,4.0,3.0,5.0,8.0,7,4,2,9,7,20
51500000,72,1,734189,84.8,2,87.4,1,1,1,0,2.0,0,16,3,0,4,5,5,6,7,7.0,4.0,3.0,4.0,6.0,6,6,2,5,5,19
40000000,115,0,733456,80.0,1,74.0,1,0,1,1,2.0,0,24,3,0,10,3,5,6,9,9.0,4.0,4.0,4.0,8.0,5,5,3,3,3,11
23500000,72,0,733420,64.0,1,76.0,1,1,1,1,2.0,2,2,4,1,8,4,4,4,7,7.0,4.0,3.0,3.0,8.0,5,7,5,6,12,22
12000000,11,1,733644,78.0,1,64.0,1,1,0,1,2.0,0,23,1,0,3,4,5,4,10,8.0,4.0,3.0,4.0,7.0,7,5,6,7,6,23
5500000,0,1,733834,75.06,1,63.4,0,1,1,1,2.0,0,2,2,0,3,2,4,1,6,8.0,3.0,3.0,4.0,7.0,7,4,5,7,4,17
12000000,72,0,733839,63.0,2,64.0,1,1,1,1,2.0,0,0,3,1,3,2,3,2,10,6.0,2.0,3.0,4.0,0.0,0,0,2,0,8,13
10000000,72,1,733928,86.66,1,93.0,0,1,1,1,2.0,0,16,3,1,3,3,3,4,5,7.0,3.0,3.0,4.0,9.0,7,3,6,7,1,4
32500000,15,1,733746,82.0,2,82.0,1,1,1,1,2.0,0,2,2,1,10,6,6,7,10,9.0,5.0,3.0,5.0,8.0,7,4,3,8,2,16
10000000,38,1,733921,70.9,1,66.6,1,1,1,1,2.0,0,16,2,1,4,3,3,3,6,9.0,2.0,4.0,4.0,9.0,7,5,3,6,3,24
40000000,22,0,733324,91.8,1,87.66,1,1,1,1,2.0,0,16,3,0,5,6,5,5,7,8.0,4.0,3.0,4.0,6.0,7,3,3,3,6,6
25000000,131,1,732090,77.0,2,52.0,1,0,1,1,2.0,0,23,2,0,7,5,4,5,9,9.0,4.0,3.0,4.0,6.0,5,5,2,5,1,4
22000000,0,1,733714,64.4,2,68.0,0,1,1,1,2.0,2,2,3,0,5,5,6,4,5,10.0,4.0,3.0,4.0,7.0,8,5,3,7,2,18
34500000,143,1,733904,72.8,2,65.4,1,1,1,1,2.0,0,2,3,0,7,4,5,4,7,10.0,5.0,3.0,4.0,3.0,6,4,6,4,9,20
34000000,15,1,734114,74.0,1,78.0,1,1,1,1,2.0,0,24,3,0,10,4,4,5,7,10.0,5.0,3.0,4.0,8.0,7,6,5,10,6,23
25000000,15,1,733457,81.12,1,55.0,1,0,1,1,2.0,0,0,2,1,9,4,4,3,8,8.0,4.0,2.0,4.0,4.0,5,5,4,6,2,18
37500000,98,1,733824,77.8,2,76.6,0,1,1,1,2.0,0,2,4,0,2,5,4,6,9,9.0,5.0,3.0,5.0,7.0,9,6,2,6,10,17
10500000,133,1,734004,67.5,1,69.4,1,0,1,0,2.0,0,2,3,0,3,4,4,6,9,10.0,4.0,3.0,4.0,8.0,8,6,2,8,8,13
20000000,64,1,734343,82.8,2,77.2,1,1,0,1,2.0,0,16,3,1,7,4,6,6,10,7.0,4.0,3.0,4.0,4.0,5,5,6,9,9,20
30000000,72,1,734287,78.2,1,84.5,1,0,1,1,2.0,0,22,3,0,7,6,5,5,7,9.0,4.0,3.0,4.0,6.0,7,2,2,6,6,17
35000000,15,1,733016,71.06,1,68.67,1,1,1,1,2.0,0,0,2,0,2,5,4,4,10,8.0,3.0,3.0,4.0,9.0,9,8,2,7,6,17
10000000,44,1,734320,72.0,1,68.0,1,0,1,1,2.0,0,2,4,0,6,3,4,4,7,10.0,4.0,3.0,4.0,10.0,9,4,3,7,7,20
18000000,133,1,733353,79.0,2,69.0,1,0,1,1,2.0,0,0,2,0,1,7,4,5,5,8.0,4.0,3.0,4.0,3.0,6,4,5,4,6,6
34000000,72,1,734532,71.0,1,58.0,1,0,1,1,2.0,0,2,3,0,9,5,2,3,7,7.0,3.0,3.0,4.0,5.0,7,6,1,6,7,20
49500000,15,1,732191,82.5,1,83.6,1,0,1,1,1.0,0,2,3,1,3,5,6,6,6,9.0,5.0,3.0,4.0,8.0,7,5,0,7,2,16
9000000,72,1,733828,71.28,2,68.66,1,1,0,1,2.0,0,0,3,0,5,4,3,3,6,10.0,4.0,3.0,4.0,7.0,6,3,2,7,7,20
50000000,0,0,733755,85.0,1,93.0,0,0,1,0,2.0,0,0,3,1,9,5,4,6,9,9.0,5.0,3.0,4.0,7.0,7,6,1,7,2,18
19000000,131,1,733624,65.0,1,64.0,1,0,1,1,2.0,0,16,3,0,3,5,5,3,6,10.0,4.0,3.0,4.0,10.0,8,5,0,9,5,19
12000000,133,0,734535,69.6,1,68.0,1,1,1,1,2.0,0,16,3,0,5,3,5,5,8,10.0,4.0,3.0,4.0,7.0,6,5,4,6,3,11
24000000,131,1,733687,68.0,2,68.0,0,1,1,0,1.0,0,2,1,0,3,3,5,5,9,9.0,5.0,3.0,4.0,6.0,7,3,1,1,7,20
46000000,143,1,732763,76.0,1,72.0,1,1,1,1,2.0,0,2,1,1,7,3,3,5,8,8.0,4.0,3.0,4.0,4.0,3,2,4,2,3,11
30000000,38,1,733132,77.8,2,74.0,1,0,1,0,2.0,0,2,2,0,10,5,5,5,5,9.0,5.0,3.0,4.0,5.0,6,4,4,6,2,18
18000000,0,1,733576,62.1,1,66.0,0,1,1,1,2.0,0,16,3,0,7,3,4,4,9,7.0,4.0,3.0,4.0,8.0,6,1,3,5,10,9
45000000,72,1,734376,78.0,2,70.0,1,1,1,1,2.0,0,2,4,1,7,5,5,3,7,10.0,5.0,3.0,4.0,7.0,7,6,0,6,2,18
38000000,143,1,732984,84.4,2,73.8,0,1,1,1,2.0,0,2,3,0,10,3,3,4,10,10.0,4.0,3.0,4.0,5.0,8,3,7,8,12,22
45000000,15,1,733621,90.56,1,88.0,1,1,1,1,2.0,0,24,3,0,4,4,5,5,5,10.0,4.0,3.0,4.0,6.0,7,4,3,6,2,18
50000000,133,1,732261,87.6,2,77.2,1,1,0,1,1.0,0,2,2,0,9,7,5,6,9,9.0,6.0,3.0,4.0,9.0,8,4,4,6,2,18
33000000,38,0,734219,79.0,2,67.7,1,1,1,0,2.0,0,16,3,0,7,6,6,7,7,7.0,4.0,2.0,3.0,8.0,10,6,1,8,9,20
40000000,72,1,733938,87.0,1,91.3,1,0,1,0,2.0,0,4,4,0,10,5,4,2,6,9.0,3.0,3.0,4.0,9.0,9,9,1,7,2,16
32000000,15,1,734414,86.0,2,70.0,0,1,1,1,2.0,0,2,4,0,9,5,4,4,5,10.0,4.0,3.0,4.0,9.0,8,5,1,7,2,16
30500000,0,0,734742,71.3,1,79.2,0,1,1,1,2.0,0,2,4,0,8,4,4,6,8,7.0,4.0,3.0,3.0,4.0,5,7,7,6,15,25
18500000,133,0,733562,71.3,2,71.4,0,1,1,1,1.0,0,2,2,1,6,4,4,6,7,10.0,4.0,3.0,4.0,6.0,10,9,7,9,9,20
26000000,133,0,734419,82.8,2,76.6,1,1,1,0,2.0,0,2,4,0,7,5,5,4,8,10.0,4.0,3.0,4.0,4.0,9,6,4,5,7,20
45000000,143,0,734210,88.8,1,79.8,1,1,1,0,2.0,0,2,4,0,4,6,5,5,8,9.0,5.0,3.0,4.0,6.0,8,4,5,6,2,18
27500000,38,1,733675,86.09,1,71.08,1,0,0,1,2.0,0,16,4,0,4,4,4,4,8,6.0,4.0,2.0,4.0,5.0,7,5,6,7,7,20
18000000,63,0,732197,86.4,1,81.6,0,1,1,0,1.0,0,2,3,0,2,4,6,6,5,9.0,6.0,3.0,4.0,4.0,9,5,2,8,2,18
18000000,156,1,734457,77.0,2,74.0,1,0,1,1,2.0,0,23,1,0,6,5,5,5,10,7.0,4.0,3.0,4.0,3.0,5,5,2,7,12,22
18500000,0,1,733935,67.72,1,67.25,1,1,1,0,2.0,0,2,4,0,3,3,4,1,8,8.0,4.0,3.0,4.0,6.0,8,5,6,9,15,25
6500000,0,0,734460,78.0,2,72.0,1,1,1,1,2.0,0,2,3,0,2,5,5,4,7,10.0,4.0,3.0,4.0,9.0,7,5,4,5,7,20
37000000,15,1,734157,78.0,2,69.0,0,0,1,1,2.0,0,2,3,0,4,6,5,6,8,10.0,5.0,3.0,4.0,8.0,6,5,2,9,2,18
31000000,126,1,734573,72.6,2,69.4,1,1,1,1,2.0,0,16,3,0,10,6,6,6,7,7.0,4.0,3.0,4.0,8.0,8,5,0,6,2,18
18000000,0,1,733311,60.0,1,55.2,1,0,1,1,2.0,0,2,3,1,1,5,5,6,10,9.0,5.0,3.0,4.0,7.0,9,8,3,10,4,17
44500000,63,0,733697,87.8,2,84.0,0,1,0,1,1.0,0,13,3,1,5,6,6,8,5,10.0,4.0,3.0,4.0,6.0,7,7,4,7,2,18
19000000,15,1,732680,76.6,2,65.6,1,1,1,0,2.0,0,16,1,1,5,4,4,6,5,9.0,4.0,4.0,4.0,6.0,5,2,5,5,3,11
24000000,0,1,733876,75.0,1,55.0,0,1,1,1,2.0,0,2,2,1,6,5,5,4,7,10.0,4.0,3.0,4.0,8.0,7,6,2,7,3,24
29000000,15,0,734177,85.0,2,80.6,0,1,1,1,2.0,0,2,3,0,3,6,4,5,10,8.0,3.0,3.0,4.0,10.0,9,8,0,8,10,9
40000000,82,1,733240,82.4,2,72.4,1,1,1,1,2.0,0,16,4,1,4,5,5,6,5,10.0,3.0,3.0,4.0,7.0,5,4,5,5,1,4
18000000,133,1,734225,81.0,2,68.0,0,1,0,1,2.0,0,2,2,0,7,5,4,2,8,10.0,3.0,3.0,4.0,3.0,4,4,4,5,7,20
12000000,75,1,733610,68.6,2,64.3,0,1,1,1,2.0,0,16,3,0,7,5,5,4,10,10.0,4.0,3.0,4.0,8.0,7,1,0,5,2,16
27500000,0,1,733677,77.4,2,74.4,1,0,1,1,2.0,0,16,2,0,9,5,5,6,10,9.0,4.0,3.0,4.0,6.0,9,5,1,8,3,24
42000000,38,1,733288,80.0,2,73.0,0,1,1,1,2.0,0,16,3,0,10,5,3,6,7,10.0,3.0,3.0,4.0,4.0,6,4,4,6,2,18
30500000,38,1,735052,68.8,1,86.0,1,1,1,1,2.0,0,2,3,0,4,5,5,5,7,9.0,5.0,3.0,5.0,3.0,7,2,3,5,9,20
18000000,131,1,733981,90.0,2,75.0,1,1,1,1,2.0,0,24,1,0,9,7,6,5,5,8.0,4.0,3.0,4.0,8.0,8,5,6,6,2,16
22000000,15,1,733209,63.43,1,51.63,1,1,1,1,2.0,2,2,4,0,5,3,5,5,7,9.0,4.0,3.0,4.0,7.0,7,7,3,6,2,18
26000000,186,1,734471,63.0,1,63.0,1,0,0,1,2.0,0,23,2,1,2,3,4,3,5,6.0,4.0,3.0,4.0,10.0,6,7,7,6,8,13
46000000,15,1,733831,88.4,1,76.0,1,1,1,0,2.0,0,2,3,0,5,3,3,5,8,9.0,4.0,3.0,4.0,5.0,7,3,7,6,2,18
40500000,15,1,733433,87.0,1,67.0,1,1,1,0,2.0,0,23,2,1,2,4,3,4,9,10.0,4.0,3.0,4.0,6.0,4,4,7,6,9,20
43000000,15,1,732248,61.0,1,59.0,1,0,1,1,2.0,0,0,2,1,7,3,5,4,9,9.0,5.0,3.0,4.0,5.0,8,6,6,7,2,16
29000000,38,1,734116,73.0,2,91.0,1,1,1,0,2.0,0,0,4,1,1,5,4,5,9,10.0,4.0,3.0,4.0,8.0,9,9,0,8,2,16
33000000,131,1,732047,70.4,2,66.4,1,1,0,0,1.0,2,2,2,1,8,6,6,4,6,8.0,4.0,3.0,4.0,6.0,9,6,3,9,1,4
18000000,133,1,734215,67.6,2,70.2,1,1,1,0,2.0,0,16,3,0,7,3,4,4,5,6.0,3.0,1.0,4.0,6.0,6,3,4,3,6,6
33500000,143,1,734346,73.8,2,75.4,1,1,1,1,2.0,0,16,2,0,4,4,4,6,6,7.0,3.0,3.0,4.0,2.0,7,4,6,6,2,18
27500000,38,1,733644,84.6,2,74.2,1,1,0,1,2.0,0,16,2,0,1,5,4,5,9,9.0,4.0,4.0,4.0,8.0,7,4,2,6,6,17
27500000,133,1,734007,81.6,1,78.4,0,1,1,1,2.0,0,2,3,0,2,5,5,5,8,8.0,5.0,3.0,3.0,1.0,6,2,3,4,7,20
24000000,133,0,735238,60.0,1,73.0,1,1,1,1,2.0,0,16,3,0,5,4,5,5,8,9.0,4.0,3.0,4.0,9.0,4,5,5,7,3,11
39000000,48,1,733825,74.0,1,74.8,1,1,1,1,2.0,0,16,3,0,7,5,5,6,6,9.0,4.0,4.0,4.0,6.0,6,3,2,7,1,4
30000000,15,1,734069,89.0,2,63.0,1,1,1,1,2.0,0,0,3,1,6,6,5,6,9,9.0,5.0,3.0,4.0,10.0,8,3,2,5,2,18
52500000,143,1,732584,76.0,1,84.0,1,1,1,1,2.0,0,0,2,0,2,5,5,4,10,8.0,3.0,3.0,4.0,6.0,8,3,6,9,6,6
18000000,72,0,734532,55.5,1,66.0,1,1,1,1,2.0,0,2,2,0,1,2,3,3,7,8.0,3.0,3.0,3.0,4.0,2,2,4,4,9,20
15000000,0,1,733619,74.67,1,73.2,1,1,1,1,2.0,0,2,2,0,4,6,5,7,8,9.0,6.0,3.0,4.0,4.0,8,5,1,7,7,20
29000000,15,1,734730,92.16,1,93.7,1,0,1,1,2.0,0,16,3,0,2,5,4,6,8,10.0,3.0,3.0,2.0,8.0,10,8,1,10,8,13
32000000,0,0,733768,83.66,1,97.1,1,0,1,1,2.0,0,23,4,0,8,5,6,5,6,8.0,4.0,3.0,4.0,8.0,8,1,7,5,8,13
31500000,15,1,732691,62.86,0,69.04,0,1,0,1,2.0,2,2,3,0,5,6,5,3,9,9.0,6.0,3.0,4.0,8.0,7,2,2,8,6,17
20000000,170,1,732088,49.0,1,63.0,1,1,0,1,2.0,3,10,4,1,10,3,4,5,5,9.0,4.0,2.0,4.0,4.0,3,2,5,4,6,17
24000000,115,1,733684,78.4,2,50.2,0,1,1,0,2.0,0,9,2,0,10,4,4,4,9,8.0,4.0,2.0,4.0,10.0,7,3,0,6,6,17
20000000,72,0,734303,87.0,1,96.5,0,1,0,1,2.0,0,16,3,1,1,4,5,5,10,8.0,4.0,3.0,4.0,10.0,8,2,2,6,9,20
26500000,133,1,734168,71.0,2,68.0,1,1,0,0,2.0,0,2,3,0,9,5,4,6,10,10.0,4.0,3.0,4.0,6.0,7,5,3,7,2,18
42000000,143,1,733622,81.0,1,77.7,1,1,1,1,2.0,0,0,3,0,2,3,4,4,8,8.0,3.0,3.0,4.0,3.0,6,3,5,4,3,11
35000000,15,1,733743,87.11,1,80.4,1,1,1,1,2.0,0,21,2,0,5,4,4,5,8,7.0,3.0,3.0,4.0,3.0,4,0,5,3,10,9
30000000,38,0,734536,87.0,1,93.0,0,1,1,1,2.0,0,16,4,0,7,5,5,5,8,9.0,4.0,3.0,4.0,7.0,7,5,6,5,2,18
60000000,131,1,734315,92.0,2,90.2,1,1,1,1,1.0,0,21,3,0,4,7,6,7,5,10.0,4.0,3.0,4.0,8.0,8,5,0,6,6,17
27500000,72,1,733393,79.0,1,88.0,1,1,1,1,2.0,0,2,2,1,5,5,3,6,5,7.0,3.0,3.0,4.0,9.0,9,7,2,6,10,9
30000000,143,1,734061,77.53,1,72.67,1,1,1,1,2.0,0,24,2,0,7,5,5,5,8,10.0,4.0,3.0,4.0,8.0,6,6,0,7,2,16
32500000,143,1,734106,91.0,2,93.4,1,1,1,1,2.0,0,16,4,1,8,6,5,5,6,9.0,4.0,4.0,4.0,7.0,7,6,0,7,9,20
31500000,42,0,733100,87.8,1,73.83,0,0,1,1,2.0,2,2,4,0,7,3,4,3,6,9.0,5.0,3.0,4.0,10.0,9,3,0,7,9,20
50000000,0,1,733186,82.0,2,79.0,1,1,1,1,2.0,0,16,2,0,4,4,5,6,9,10.0,3.0,3.0,4.0,5.0,5,6,3,5,9,20
44000000,68,1,732970,48.0,2,66.66,1,1,0,1,2.0,0,2,1,0,5,4,4,3,6,6.0,3.0,3.0,4.0,7.0,8,4,3,8,10,9
65500000,15,1,733125,88.5,2,85.4,1,0,1,1,2.0,0,16,5,0,1,5,6,6,8,9.0,4.0,4.0,4.0,6.0,8,3,3,8,3,11
16000000,72,1,733633,61.9,1,64.4,1,1,0,1,2.0,0,2,3,1,3,6,5,6,9,9.0,5.0,3.0,4.0,7.0,8,7,2,6,6,17
36000000,0,1,733736,75.4,2,62.4,1,0,1,1,2.0,0,2,3,0,6,6,5,6,8,9.0,5.0,3.0,4.0,5.0,7,5,3,5,2,18
80000000,149,1,732836,76.7,1,61.0,1,1,1,1,1.0,0,23,2,0,8,4,3,5,7,9.0,4.0,3.0,4.0,6.0,9,6,2,8,1,4
33500000,143,1,733584,79.2,1,71.9,1,0,0,1,2.0,0,23,3,0,1,5,5,5,6,7.0,4.0,3.0,4.0,5.0,6,4,4,4,9,20
32500000,15,1,734218,82.0,2,74.05,1,1,1,1,2.0,0,11,2,1,6,5,5,6,10,9.0,5.0,3.0,4.0,3.0,8,5,7,6,2,16
54500000,15,1,732779,86.0,1,82.83,1,1,0,1,2.0,0,2,2,1,6,4,3,5,9,10.0,4.0,3.0,4.0,9.0,9,5,4,8,3,24
35000000,131,1,734124,82.0,2,83.0,1,1,1,1,1.0,0,2,3,1,6,5,5,7,5,9.0,5.0,3.0,4.0,6.0,5,5,4,6,10,9
9500000,38,1,733750,86.5,1,82.08,1,1,1,1,2.0,0,0,2,0,3,5,5,4,8,10.0,4.0,3.0,4.0,8.0,9,7,0,7,2,18
20000000,0,1,734739,80.0,1,80.0,0,1,1,1,2.0,0,2,2,1,9,4,5,4,7,10.0,4.0,3.0,4.0,8.0,6,6,0,5,4,17
12000000,107,1,733894,68.0,1,61.5,1,1,1,1,2.0,0,0,2,0,9,2,3,2,9,8.0,3.0,3.0,4.0,4.0,6,4,4,6,2,18
10000000,72,0,733846,83.8,1,88.4,1,1,1,1,2.0,0,0,2,0,2,4,5,4,10,10.0,4.0,3.0,4.0,9.0,9,6,0,8,2,18
12000000,15,1,733577,72.8,1,80.2,0,1,0,1,2.0,2,2,3,0,3,4,4,5,9,7.0,3.0,3.0,4.0,9.0,8,9,2,8,1,4
42000000,115,1,734303,69.0,2,65.2,0,1,1,1,2.0,0,0,3,0,5,6,6,6,5,9.0,6.0,3.0,4.0,6.0,6,6,6,4,2,18
50500000,133,1,733343,73.0,2,58.0,1,0,1,1,2.0,0,24,2,0,4,4,2,3,5,7.0,3.0,2.0,4.0,2.0,5,2,5,2,3,11
20000000,96,1,733052,83.0,2,73.0,0,1,1,1,2.0,0,24,4,1,2,5,6,6,5,7.0,5.0,3.0,4.0,8.0,8,6,2,8,2,16
50000000,98,0,733153,68.0,1,65.0,1,0,1,1,2.0,0,0,3,0,6,5,4,5,8,7.0,3.0,3.0,4.0,7.0,7,6,7,6,2,16
40000000,143,0,733406,87.0,1,78.8,0,1,0,1,2.0,0,0,3,0,1,6,5,5,10,8.0,4.0,3.0,4.0,8.0,9,4,4,8,9,20
24000000,15,1,733264,87.0,2,75.0,1,1,1,1,2.0,0,2,2,0,7,5,5,5,6,10.0,5.0,3.0,4.0,5.0,5,5,4,4,5,19
41000000,133,1,733231,77.5,1,77.38,1,1,1,1,2.0,0,2,3,1,8,5,5,5,7,9.0,6.0,3.0,4.0,3.0,8,5,3,6,2,18
42500000,15,1,732541,81.2,2,68.4,1,1,1,1,2.0,0,0,2,0,4,5,5,5,6,9.0,5.0,3.0,4.0,5.0,9,5,9,8,6,17
15000000,131,0,734448,79.33,1,71.0,1,0,1,1,2.0,0,16,3,0,5,4,4,4,6,8.0,3.0,3.0,4.0,9.0,7,5,2,8,10,9
18000000,63,1,733413,67.3,2,68.0,1,1,1,0,2.0,0,16,2,0,6,4,2,2,9,8.0,4.0,3.0,4.0,8.0,8,6,2,8,13,10
30000000,126,0,733840,83.2,2,71.8,0,1,1,1,2.0,0,2,3,1,7,5,6,6,7,10.0,4.0,3.0,4.0,4.0,7,3,5,5,2,18
40000000,0,1,733670,81.2,2,66.8,1,1,1,0,2.0,0,24,3,0,5,5,6,5,9,8.0,4.0,3.0,4.0,6.0,7,4,5,7,2,18
50500000,133,1,734376,72.5,1,63.2,1,0,1,1,2.0,0,2,2,0,6,4,4,3,9,7.0,4.0,3.0,3.0,7.0,7,7,3,7,6,6
30000000,72,1,733916,68.0,1,68.0,1,0,0,0,2.0,0,2,3,1,1,3,5,6,7,9.0,5.0,3.0,4.0,2.0,4,2,7,6,1,4
21500000,63,1,734436,65.0,2,71.25,1,1,1,1,2.0,0,9,3,0,10,3,4,6,10,9.0,4.0,3.0,4.0,6.0,7,6,4,7,6,17
18000000,156,1,734841,55.0,1,70.4,1,0,1,1,2.0,0,16,2,0,10,4,4,4,5,10.0,4.0,3.0,4.0,7.0,6,7,5,7,5,19
18000000,63,1,733353,60.0,1,53.0,1,1,1,1,2.0,2,2,3,0,2,6,4,5,8,9.0,5.0,3.0,4.0,9.0,8,4,2,7,13,10
24000000,0,1,733686,77.67,1,76.62,0,1,1,1,2.0,0,2,2,1,4,3,5,4,6,9.0,5.0,3.0,4.0,8.0,8,5,3,7,10,9
14000000,131,1,733620,64.0,1,61.0,1,1,1,0,2.0,0,0,3,0,7,4,4,5,8,8.0,3.0,3.0,4.0,6.0,8,6,4,3,6,23
12000000,131,1,733790,79.6,2,72.5,1,1,1,1,2.0,0,2,2,0,6,6,6,5,5,9.0,4.0,3.0,6.0,8.0,10,8,0,7,2,16
32000000,15,1,734266,74.0,1,72.0,1,1,1,1,2.0,0,16,2,0,9,5,6,5,10,10.0,4.0,3.0,4.0,6.0,7,6,0,7,7,20
18000000,15,0,734646,74.0,1,73.0,1,1,0,1,2.0,0,2,2,0,4,4,4,2,10,7.0,1.0,3.0,3.0,9.0,9,7,6,9,3,11
14500000,75,1,734216,63.0,2,56.0,1,1,1,0,2.0,0,2,2,0,5,4,5,5,9,9.0,4.0,3.0,5.0,7.0,6,7,4,8,9,20
38000000,0,1,734027,94.2,2,80.2,0,1,1,1,1.0,0,16,3,1,4,6,5,6,10,9.0,4.0,4.0,4.0,5.0,6,6,3,6,2,16
48000000,143,1,733977,83.0,2,83.0,1,1,1,1,2.0,0,0,3,0,5,5,5,8,7,9.0,6.0,3.0,4.0,8.0,7,5,3,6,15,25
12000000,0,1,733822,59.33,1,72.77,1,1,1,1,2.0,2,2,3,0,2,5,6,5,6,9.0,4.0,3.0,4.0,7.0,7,8,3,7,6,23
37500000,38,1,732432,79.0,2,66.0,1,1,1,1,2.0,0,0,5,0,10,5,4,5,7,10.0,4.0,3.0,4.0,5.0,7,4,4,6,2,16
44500000,15,1,733404,83.0,2,72.0,1,1,1,1,2.0,0,0,2,1,1,4,5,5,7,9.0,5.0,3.0,4.0,6.0,9,5,4,8,10,9
50000000,42,0,733087,87.63,1,79.83,1,1,0,1,2.0,2,2,4,0,8,4,5,4,5,9.0,5.0,3.0,4.0,6.0,4,5,8,4,3,11
45000000,15,1,736106,89.0,1,95.4,1,1,0,1,2.0,0,23,2,0,5,7,4,5,6,9.0,2.0,3.0,4.0,8.0,7,6,2,8,6,23
32500000,36,1,734147,76.6,2,73.8,1,1,1,1,2.0,0,2,2,0,3,6,5,5,7,9.0,5.0,3.0,4.0,6.0,9,5,7,6,2,16
52000000,15,0,733184,84.6,1,81.0,0,1,1,1,2.0,0,16,3,0,5,4,5,4,8,9.0,3.0,4.0,4.0,8.0,7,5,4,7,1,4
33000000,169,1,733913,69.6,2,74.6,1,1,1,1,2.0,0,0,3,0,1,5,5,7,10,9.0,5.0,3.0,4.0,7.0,5,4,4,6,3,11
9500000,15,1,733169,79.6,1,68.2,1,1,1,1,2.0,2,2,2,1,5,6,4,5,7,6.0,4.0,3.0,2.0,6.0,8,5,2,7,12,22
16000000,131,1,732594,70.0,2,60.0,0,1,1,0,2.0,0,0,2,1,3,4,5,4,8,8.0,3.0,3.0,4.0,6.0,7,8,3,8,2,18
24000000,15,1,732378,89.76,1,77.3,0,1,1,1,2.0,0,16,2,0,9,4,6,4,6,10.0,4.0,3.0,4.0,8.0,9,6,2,7,2,18
30000000,143,1,733997,84.14,1,81.17,0,1,1,1,2.0,0,24,2,0,8,5,6,5,5,9.0,5.0,3.0,4.0,9.0,8,8,2,7,2,16
24500000,133,1,733621,76.0,1,64.8,1,1,1,1,2.0,0,2,2,0,4,4,4,4,10,8.0,4.0,3.0,4.0,4.0,5,4,6,6,7,20
24000000,0,1,734328,88.17,1,81.12,1,0,1,1,2.0,0,28,2,0,10,6,5,8,5,9.0,4.0,3.0,4.0,10.0,9,7,1,9,6,17
11000000,98,1,734077,59.6,2,60.0,1,1,1,1,2.0,0,2,4,1,7,3,4,6,10,9.0,4.0,3.0,4.0,7.0,4,0,0,0,7,20
45000000,0,0,734034,83.2,2,80.4,1,1,0,1,1.0,0,2,3,1,9,6,6,5,9,9.0,5.0,3.0,4.0,4.0,9,5,4,6,2,16
44000000,0,0,734016,87.6,2,80.0,1,1,1,1,1.0,0,16,3,0,9,8,5,6,6,9.0,4.0,3.0,4.0,3.0,7,3,7,8,2,18
48000000,12,1,734426,64.3,1,66.4,1,1,1,1,2.0,0,2,3,0,2,5,4,4,7,10.0,5.0,3.0,4.0,10.0,3,2,0,4,13,10
16000000,15,0,731883,75.04,1,62.16,0,1,1,1,2.0,2,2,3,0,6,5,4,3,5,6.0,2.0,3.0,4.0,7.0,5,4,5,6,6,17
36000000,170,0,733137,79.0,2,84.0,1,1,1,1,2.0,0,2,3,0,9,5,6,6,7,9.0,5.0,3.0,4.0,6.0,8,5,1,5,7,20
33500000,38,1,732608,82.9,1,91.5,1,0,1,1,2.0,3,16,4,1,3,5,6,4,10,6.0,4.0,2.0,4.0,3.0,8,3,3,5,9,20
32500000,72,1,734385,88.0,2,89.0,1,1,1,1,2.0,0,2,4,0,4,6,5,6,10,9.0,7.0,3.0,5.0,10.0,10,6,0,6,2,16
14500000,72,1,733079,69.0,1,87.0,1,1,1,1,2.0,0,33,2,1,7,3,4,4,5,6.0,4.0,3.0,4.0,4.0,5,3,7,0,10,9
22000000,15,1,734082,72.5,1,78.3,0,1,1,1,2.0,0,16,2,0,5,3,4,3,6,9.0,2.0,3.0,4.0,10.0,9,6,3,7,6,17
33000000,0,1,732545,73.5,1,81.0,0,1,1,1,2.0,0,16,3,1,9,4,4,6,6,7.0,1.0,3.0,4.0,4.0,8,5,4,8,3,11
48000000,63,1,733644,73.67,0,80.0,1,1,1,1,2.0,0,0,4,0,6,6,6,8,10,9.0,6.0,3.0,4.0,10.0,9,6,0,10,2,18
20000000,15,0,734495,88.0,1,67.68,1,1,0,1,2.0,0,16,3,1,3,6,5,4,8,7.0,4.0,2.0,4.0,9.0,6,3,6,7,7,20
20000000,0,1,733654,70.2,2,63.4,0,1,1,1,2.0,0,16,2,0,5,4,5,3,5,7.0,4.0,2.0,4.0,9.0,9,8,5,8,2,16
38000000,72,1,733204,74.4,1,78.2,1,1,1,0,2.0,3,2,3,0,4,5,3,3,6,8.0,4.0,3.0,4.0,7.0,5,4,3,5,6,17
64500000,105,1,732930,73.5,1,70.6,0,1,0,1,2.0,0,2,2,0,5,4,3,5,7,9.0,5.0,3.0,4.0,8.0,5,4,4,7,4,17
